Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Animal Source]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[age]	Unit	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Characteristics[diet]	Comment[Feeding Schedule]	Characteristics[Final Body Weight]	Unit	Term Source REF	Term Accession Number	Factor Value[Partial Weight Bearing]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[light cycle]	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
479668	479668_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	341	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479674	479674_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	402.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485922	485922_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	401.9	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485923	485923_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	373.9	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485924	485924_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	365.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492520	492520_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	372.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495118	495118_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	417.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495122	495122_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	394.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495125	495125_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	441.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501573	501573_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	419.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501577	501577_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	402.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479665	479665_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	370.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479670	479670_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	361.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479673	479673_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	390.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485916	485916_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	378	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485921	485921_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	386.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
485925	485925_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	396.9	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
492517	492517_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	404.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495119	495119_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	414	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495123	495123_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	418.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495126	495126_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	478.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495127	495127_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	382.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501574	501574_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	359.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491045	491045_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	418	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491053	491053_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	452.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495105	495105_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	381.9	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495112	495112_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	400	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
502997	502997_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	467.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
502998	502998_Left Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Left Femur	FMA	http://purl.obolibrary.org/obo/FMA_24475	LabDiet 5008i (LabDiet)	ad libitum	448.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	Saline	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C821	-20	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
